SampleID	Diversity	DiversityID	Pert1	Pert2	Temp	pH	Phylogenetic.Resolution
NBAF44-A44_Reads_non_singletons_gap	0.307607635	Active	pH	Maintained	35	6	75
NBAF45-A45_Reads_non_singletons_gap	0.522163177	Active	pH	Maintained	35	6	75
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	75
2H-A-DNA_Reads_non_singletons_gap	1.225287795	Total	Temp	Maintained	25	6	70
3H-A-DNA_Reads_non_singletons_gap	1.203997084	Total	Temp	Maintained	25	6	70
4H-A-DNA_Reads_non_singletons_gap	1.217564706	Total	Temp	Maintained	25	6	70
5H-A-DNA_Reads_non_singletons_gap	0.891714492	Total	Temp	Maintained	25	4.5	70
6H-A-DNA_Reads_non_singletons_gap	0.890478376	Total	Temp	Maintained	25	4.5	70
7H-A-DNA_Reads_non_singletons_gap	0.896977256	Total	Temp	Maintained	25	4.5	70
9H-A-DNA_Reads_non_singletons_gap	0.827377858	Total	Temp	Maintained	25	7.5	70
10H-A-DNA_Reads_non_singletons_gap	0.799558752	Total	Temp	Maintained	25	7.5	70
11H-A-DNA_Reads_non_singletons_gap	0.827118071	Total	Temp	Maintained	25	7.5	70
13H-A-DNA_Reads_non_singletons_gap	0.958073691	Total	Temp	Perturbed	15	6	70
14H-A-DNA_Reads_non_singletons_gap	0.987836494	Total	Temp	Perturbed	15	6	70
15H-A-DNA_Reads_non_singletons_gap	0.935391341	Total	Temp	Perturbed	15	6	70
17H-A-DNA_Reads_non_singletons_gap	0.854479482	Total	Temp	Perturbed	15	4.5	70
18H-A-DNA_Reads_non_singletons_gap	0.821277449	Total	Temp	Perturbed	15	4.5	70
19H-A-DNA_Reads_non_singletons_gap	0.799348855	Total	Temp	Perturbed	15	4.5	70
21H-A-DNA_Reads_non_singletons_gap	1.021453898	Total	Temp	Perturbed	15	7.5	70
22H-A-DNA_Reads_non_singletons_gap	0.868765103	Total	Temp	Perturbed	15	7.5	70
23H-A-DNA_Reads_non_singletons_gap	0.863087618	Total	Temp	Perturbed	15	7.5	70
26H-A-DNA_Reads_non_singletons_gap	0.806003299	Total	Temp	Perturbed	35	6	70
27H-A-DNA_Reads_non_singletons_gap	0.912191699	Total	Temp	Perturbed	35	6	70
28H-A-DNA_Reads_non_singletons_gap	0.837554198	Total	Temp	Perturbed	35	6	70
29H-A-DNA_Reads_non_singletons_gap	0.274727821	Total	Temp	Perturbed	35	4.5	70
30H-A-DNA_Reads_non_singletons_gap	0.239787664	Total	Temp	Perturbed	35	4.5	70
31H-A-DNA_Reads_non_singletons_gap	0.242373868	Total	Temp	Perturbed	35	4.5	70
33H-A-DNA_Reads_non_singletons_gap	0.892621577	Total	Temp	Perturbed	35	7.5	70
34H-A-DNA_Reads_non_singletons_gap	0.86921185	Total	Temp	Perturbed	35	7.5	70
35H-A-DNA_Reads_non_singletons_gap	0.896546177	Total	Temp	Perturbed	35	7.5	70
37H-A-DNA_Reads_non_singletons_gap	1.197196066	Total	pH	Maintained	25	6	70
38H-A-DNA_Reads_non_singletons_gap	1.215666235	Total	pH	Maintained	25	6	70
39H-A-DNA_Reads_non_singletons_gap	1.154795212	Total	pH	Maintained	25	6	70
41H-A-DNA_Reads_non_singletons_gap	0.835557426	Total	pH	Maintained	15	6	70
42H-A-DNA_Reads_non_singletons_gap	0.847535375	Total	pH	Maintained	15	6	70
43H-A-DNA_Reads_non_singletons_gap	0.932362434	Total	pH	Maintained	15	6	70
45H-A-DNA_Reads_non_singletons_gap	0.883036587	Total	pH	Maintained	35	6	70
46H-A-DNA_Reads_non_singletons_gap	0.808257051	Total	pH	Maintained	35	6	70
47H-A-DNA_Reads_non_singletons_gap	0.817289097	Total	pH	Maintained	35	6	70
49H-A-DNA_Reads_non_singletons_gap	0.649665559	Total	pH	Perturbed	25	4.5	70
50H-A-DNA_Reads_non_singletons_gap	0.737571727	Total	pH	Perturbed	25	4.5	70
51H-A-DNA_Reads_non_singletons_gap	0.588261113	Total	pH	Perturbed	25	4.5	70
53H-A-DNA_Reads_non_singletons_gap	0.405560477	Total	pH	Perturbed	15	4.5	70
54H-A-DNA_Reads_non_singletons_gap	0.272264514	Total	pH	Perturbed	15	4.5	70
55H-A-DNA_Reads_non_singletons_gap	0.41284122	Total	pH	Perturbed	15	4.5	70
57H-A-DNA_Reads_non_singletons_gap	0.167520626	Total	pH	Perturbed	35	4.5	70
58H-A-DNA_Reads_non_singletons_gap	0.322910332	Total	pH	Perturbed	35	4.5	70
59H-A-DNA_Reads_non_singletons_gap	0.3187612	Total	pH	Perturbed	35	4.5	70
62H-A-DNA_Reads_non_singletons_gap	1.045791607	Total	pH	Perturbed	25	7.5	70
63H-A-DNA_Reads_non_singletons_gap	1.203618462	Total	pH	Perturbed	25	7.5	70
64H-A-DNA_Reads_non_singletons_gap	1.028290437	Total	pH	Perturbed	25	7.5	70
65H-A-DNA_Reads_non_singletons_gap	0.734547423	Total	pH	Perturbed	15	7.5	70
66H-A-DNA_Reads_non_singletons_gap	0.807375434	Total	pH	Perturbed	15	7.5	70
67H-A-DNA_Reads_non_singletons_gap	0.712929657	Total	pH	Perturbed	15	7.5	70
69H-A-DNA_Reads_non_singletons_gap	0.622726562	Total	pH	Perturbed	35	7.5	70
70H-A-DNA_Reads_non_singletons_gap	0.360274523	Total	pH	Perturbed	35	7.5	70
71H-A-DNA_Reads_non_singletons_gap	0.347976121	Total	pH	Perturbed	35	7.5	70
AOA65_Reads_non_singletons_gap	0.241773337	Active	Temp	Perturbed	35	7.5	70
AOA66_Reads_non_singletons_gap	1.093506233	Active	Temp	Perturbed	35	7.5	70
AOA68_Reads_non_singletons_gap	0.442532423	Active	Temp	Perturbed	35	7.5	70
AOA73_Reads_non_singletons_gap	0.454556113	Active	pH	Maintained	25	6	70
AOA74_Reads_non_singletons_gap	0.710109008	Active	pH	Maintained	25	6	70
AOA76_Reads_non_singletons_gap	0.987510869	Active	pH	Maintained	25	6	70
AOA81_Reads_non_singletons_gap	1.093901484	Active	pH	Maintained	15	6	70
AOA83_Reads_non_singletons_gap	0.851961656	Active	pH	Maintained	15	6	70
AOA84_Reads_non_singletons_gap	0.701712088	Active	pH	Maintained	15	6	70
AOA97_Reads_non_singletons_gap	0.748386655	Active	pH	Perturbed	25	4.5	70
AOA99_Reads_non_singletons_gap	0.686072193	Active	pH	Perturbed	25	4.5	70
AOA100_Reads_non_singletons_gap	0.632539219	Active	pH	Perturbed	25	4.5	70
active105	0	Active	pH	Perturbed	15	4.5	70
active106	0	Active	pH	Perturbed	15	4.5	70
active107	0	Active	pH	Perturbed	15	4.5	70
active113	0	Active	pH	Perturbed	35	4.5	70
active114	0	Active	pH	Perturbed	35	4.5	70
active115	0	Active	pH	Perturbed	35	4.5	70
AOA123_Reads_non_singletons_gap	0.822670935	Active	pH	Perturbed	25	7.5	70
active129	0	Active	pH	Perturbed	15	7.5	70
active130	0	Active	pH	Perturbed	15	7.5	70
active131	0	Active	pH	Perturbed	15	7.5	70
AOA138_Reads_non_singletons_gap	0.686608299	Active	pH	Perturbed	35	7.5	70
AOA139_Reads_non_singletons_gap	0.28504956	Active	pH	Perturbed	35	7.5	70
AOA140_Reads_non_singletons_gap	0.049107311	Active	pH	Perturbed	35	7.5	70
Macrogen_AOA_17	0.802341246	Active	Temp	Maintained	25	7.5	70
NBAF01-A1_Reads_non_singletons_gap	0.683851021	Active	Temp	Maintained	25	6	70
NBAF02-A2_Reads_non_singletons_gap	0.381660905	Active	Temp	Maintained	25	6	70
NBAF03-A3_Reads_non_singletons_gap	0.40015456	Active	Temp	Maintained	25	6	70
NBAF07-A7_Reads_non_singletons_gap	0.531641933	Active	Temp	Maintained	25	4.5	70
NBAF08-A8_Reads_non_singletons_gap	0.703022959	Active	Temp	Maintained	25	4.5	70
NBAF09-A9_Reads_non_singletons_gap	0.592375422	Active	Temp	Maintained	25	4.5	70
NBAF13-A13_Reads_non_singletons_gap	0.453864029	Active	Temp	Perturbed	15	6	70
NBAF14-A14_Reads_non_singletons_gap	0.398934623	Active	Temp	Perturbed	15	6	70
NBAF15-A15_Reads_non_singletons_gap	0.441502524	Active	Temp	Perturbed	15	6	70
active16	0	Active	Temp	Perturbed	15	4.5	70
active17	0	Active	Temp	Perturbed	15	4.5	70
active18	0	Active	Temp	Perturbed	15	4.5	70
NBAF19-A19_Reads_non_singletons_gap	0.032680964	Active	Temp	Perturbed	35	6	70
NBAF20-A20_Reads_non_singletons_gap	0.06432789	Active	Temp	Perturbed	35	6	70
NBAF21-A21_Reads_non_singletons_gap	0.079518301	Active	Temp	Perturbed	35	6	70
Active57	0	Active	Temp	Perturbed	35	4.5	70
Active58	0	Active	Temp	Perturbed	35	4.5	70
Active59	0	Active	Temp	Perturbed	35	4.5	70
NBAF26-A26_Reads_non_singletons_gap	0.506619704	Active	Temp	Maintained	25	7.5	70
NBAF27-A27_Reads_non_singletons_gap	0.656752567	Active	Temp	Maintained	25	7.5	70
NBAF31-A31_Reads_non_singletons_gap	0.425123264	Active	Temp	Perturbed	15	7.5	70
NBAF32-A32_Reads_non_singletons_gap	0.494340498	Active	Temp	Perturbed	15	7.5	70
NBAF33-A33_Reads_non_singletons_gap	0.477986245	Active	Temp	Perturbed	15	7.5	70
NBAF43-A43_Reads_non_singletons_gap	0.367428545	Active	pH	Maintained	35	6	70
NBAF44-A44_Reads_non_singletons_gap	0.273715139	Active	pH	Maintained	35	6	70
NBAF45-A45_Reads_non_singletons_gap	0.446356791	Active	pH	Maintained	35	6	70
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	70
