SampleID	Diversity	DiversityID	Pert1	Pert2	Temp	pH	Phylogenetic.Resolution
NBAF21-A21_Reads_non_singletons_gap	0.091749896	Active	Temp	Perturbed	35	6	75
Sample22	0	Active	Temp	Perturbed	35	4.5	75
Sample23	0	Active	Temp	Perturbed	35	4.5	75
Sample24	0	Active	Temp	Perturbed	35	4.5	75
NBAF26-A26_Reads_non_singletons_gap	0.716058444	Active	Temp	Maintained	25	7.5	75
NBAF27-A27_Reads_non_singletons_gap	0.922437877	Active	Temp	Maintained	25	7.5	75
NBAF31-A31_Reads_non_singletons_gap	0.495550456	Active	Temp	Perturbed	15	7.5	75
NBAF32-A32_Reads_non_singletons_gap	0.603297516	Active	Temp	Perturbed	15	7.5	75
NBAF33-A33_Reads_non_singletons_gap	0.581867467	Active	Temp	Perturbed	15	7.5	75
NBAF43-A43_Reads_non_singletons_gap	0.415381681	Active	pH	Maintained	35	6	75
NBAF44-A44_Reads_non_singletons_gap	0.306350384	Active	pH	Maintained	35	6	75
NBAF45-A45_Reads_non_singletons_gap	0.515328975	Active	pH	Maintained	35	6	75
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	75
NBAF72-A74_reads_without_singletons_id_1	1.427606042	Active	pH	Perturbed	25	7.5	75
2H-A-DNA_Reads_non_singletons_gap	1.312483948	Total	Temp	Maintained	25	6	70
3H-A-DNA_Reads_non_singletons_gap	1.323518467	Total	Temp	Maintained	25	6	70
4H-A-DNA_Reads_non_singletons_gap	1.31513546	Total	Temp	Maintained	25	6	70
5H-A-DNA_Reads_non_singletons_gap	0.915506236	Total	Temp	Maintained	25	4.5	70
6H-A-DNA_Reads_non_singletons_gap	0.915256797	Total	Temp	Maintained	25	4.5	70
7H-A-DNA_Reads_non_singletons_gap	0.930557856	Total	Temp	Maintained	25	4.5	70
9H-A-DNA_Reads_non_singletons_gap	0.833908026	Total	Temp	Maintained	25	7.5	70
10H-A-DNA_Reads_non_singletons_gap	0.820881934	Total	Temp	Maintained	25	7.5	70
11H-A-DNA_Reads_non_singletons_gap	0.835015351	Total	Temp	Maintained	25	7.5	70
13H-A-DNA_Reads_non_singletons_gap	1.262291954	Total	Temp	Perturbed	15	6	70
14H-A-DNA_Reads_non_singletons_gap	1.221695825	Total	Temp	Perturbed	15	6	70
15H-A-DNA_Reads_non_singletons_gap	1.214524872	Total	Temp	Perturbed	15	6	70
17H-A-DNA_Reads_non_singletons_gap	0.918913724	Total	Temp	Perturbed	15	4.5	70
18H-A-DNA_Reads_non_singletons_gap	0.880109503	Total	Temp	Perturbed	15	4.5	70
19H-A-DNA_Reads_non_singletons_gap	0.889407977	Total	Temp	Perturbed	15	4.5	70
21H-A-DNA_Reads_non_singletons_gap	1.113468847	Total	Temp	Perturbed	15	7.5	70
22H-A-DNA_Reads_non_singletons_gap	0.886041348	Total	Temp	Perturbed	15	7.5	70
23H-A-DNA_Reads_non_singletons_gap	0.902164319	Total	Temp	Perturbed	15	7.5	70
26H-A-DNA_Reads_non_singletons_gap	1.051380309	Total	Temp	Perturbed	35	6	70
27H-A-DNA_Reads_non_singletons_gap	1.184984408	Total	Temp	Perturbed	35	6	70
28H-A-DNA_Reads_non_singletons_gap	1.14159189	Total	Temp	Perturbed	35	6	70
29H-A-DNA_Reads_non_singletons_gap	0.460943326	Total	Temp	Perturbed	35	4.5	70
30H-A-DNA_Reads_non_singletons_gap	0.462322741	Total	Temp	Perturbed	35	4.5	70
31H-A-DNA_Reads_non_singletons_gap	0.497070069	Total	Temp	Perturbed	35	4.5	70
33H-A-DNA_Reads_non_singletons_gap	0.887913387	Total	Temp	Perturbed	35	7.5	70
34H-A-DNA_Reads_non_singletons_gap	0.859500323	Total	Temp	Perturbed	35	7.5	70
35H-A-DNA_Reads_non_singletons_gap	0.893145035	Total	Temp	Perturbed	35	7.5	70
37H-A-DNA_Reads_non_singletons_gap	1.317047044	Total	pH	Maintained	25	6	70
38H-A-DNA_Reads_non_singletons_gap	1.328779652	Total	pH	Maintained	25	6	70
39H-A-DNA_Reads_non_singletons_gap	1.312225488	Total	pH	Maintained	25	6	70
41H-A-DNA_Reads_non_singletons_gap	1.202763605	Total	pH	Maintained	15	6	70
42H-A-DNA_Reads_non_singletons_gap	1.206385057	Total	pH	Maintained	15	6	70
43H-A-DNA_Reads_non_singletons_gap	1.248548073	Total	pH	Maintained	15	6	70
45H-A-DNA_Reads_non_singletons_gap	1.19229888	Total	pH	Maintained	35	6	70
46H-A-DNA_Reads_non_singletons_gap	1.121620606	Total	pH	Maintained	35	6	70
47H-A-DNA_Reads_non_singletons_gap	1.116186732	Total	pH	Maintained	35	6	70
49H-A-DNA_Reads_non_singletons_gap	1.011956012	Total	pH	Perturbed	25	4.5	70
50H-A-DNA_Reads_non_singletons_gap	1.012796708	Total	pH	Perturbed	25	4.5	70
51H-A-DNA_Reads_non_singletons_gap	0.847456563	Total	pH	Perturbed	25	4.5	70
53H-A-DNA_Reads_non_singletons_gap	0.89274632	Total	pH	Perturbed	15	4.5	70
54H-A-DNA_Reads_non_singletons_gap	0.762327597	Total	pH	Perturbed	15	4.5	70
55H-A-DNA_Reads_non_singletons_gap	0.905757718	Total	pH	Perturbed	15	4.5	70
57H-A-DNA_Reads_non_singletons_gap	0.713310086	Total	pH	Perturbed	35	4.5	70
58H-A-DNA_Reads_non_singletons_gap	0.826720961	Total	pH	Perturbed	35	4.5	70
59H-A-DNA_Reads_non_singletons_gap	0.814304135	Total	pH	Perturbed	35	4.5	70
62H-A-DNA_Reads_non_singletons_gap	1.119551583	Total	pH	Perturbed	25	7.5	70
63H-A-DNA_Reads_non_singletons_gap	1.141367989	Total	pH	Perturbed	25	7.5	70
64H-A-DNA_Reads_non_singletons_gap	1.088326313	Total	pH	Perturbed	25	7.5	70
65H-A-DNA_Reads_non_singletons_gap	1.119210464	Total	pH	Perturbed	15	7.5	70
66H-A-DNA_Reads_non_singletons_gap	1.158324853	Total	pH	Perturbed	15	7.5	70
67H-A-DNA_Reads_non_singletons_gap	1.097220494	Total	pH	Perturbed	15	7.5	70
69H-A-DNA_Reads_non_singletons_gap	1.065895007	Total	pH	Perturbed	35	7.5	70
70H-A-DNA_Reads_non_singletons_gap	0.864305407	Total	pH	Perturbed	35	7.5	70
71H-A-DNA_Reads_non_singletons_gap	0.824999575	Total	pH	Perturbed	35	7.5	70
AOA65_Reads_non_singletons_gap	0.274336642	Active	Temp	Perturbed	35	7.5	70
AOA66_Reads_non_singletons_gap	0.75799946	Active	Temp	Perturbed	35	7.5	70
AOA68_Reads_non_singletons_gap	0.493307445	Active	Temp	Perturbed	35	7.5	70
AOA73_Reads_non_singletons_gap	0.511649681	Active	pH	Maintained	25	6	70
AOA74_Reads_non_singletons_gap	0.872550646	Active	pH	Maintained	25	6	70
AOA76_Reads_non_singletons_gap	0.949278939	Active	pH	Maintained	25	6	70
AOA81_Reads_non_singletons_gap	0.913774044	Active	pH	Maintained	15	6	70
AOA83_Reads_non_singletons_gap	0.845392748	Active	pH	Maintained	15	6	70
AOA84_Reads_non_singletons_gap	0.674150969	Active	pH	Maintained	15	6	70
AOA97_Reads_non_singletons_gap	0.675904999	Active	pH	Perturbed	25	4.5	70
AOA99_Reads_non_singletons_gap	0.650028343	Active	pH	Perturbed	25	4.5	70
AOA100_Reads_non_singletons_gap	0.628705455	Active	pH	Perturbed	25	4.5	70
Sample101	0	Active	pH	Perturbed	15	4.5	70
Sample102	0	Active	pH	Perturbed	15	4.5	70
Sample103	0	Active	pH	Perturbed	15	4.5	70
Sample104	0	Active	pH	Perturbed	35	4.5	70
Sample105	0	Active	pH	Perturbed	35	4.5	70
Sample106	0	Active	pH	Perturbed	35	4.5	70
AOA123_Reads_non_singletons_gap	0.75359126	Active	pH	Perturbed	25	7.5	70
Sample124	0	Active	pH	Perturbed	15	7.5	70
Sample125	0	Active	pH	Perturbed	15	7.5	70
Sample126	0	Active	pH	Perturbed	15	7.5	70
AOA138_Reads_non_singletons_gap	0.684840108	Active	pH	Perturbed	35	7.5	70
AOA139_Reads_non_singletons_gap	0.316396984	Active	pH	Perturbed	35	7.5	70
AOA140_Reads_non_singletons_gap	0.052204195	Active	pH	Perturbed	35	7.5	70
Macrogen_AOA_17	0.792735481	Active	Temp	Maintained	25	7.5	70
NBAF01-A1_Reads_non_singletons_gap	0.641121917	Active	Temp	Maintained	25	6	70
NBAF02-A2_Reads_non_singletons_gap	0.358225696	Active	Temp	Maintained	25	6	70
NBAF03-A3_Reads_non_singletons_gap	0.360512439	Active	Temp	Maintained	25	6	70
NBAF07-A7_Reads_non_singletons_gap	0.548145456	Active	Temp	Maintained	25	4.5	70
NBAF08-A8_Reads_non_singletons_gap	0.690929673	Active	Temp	Maintained	25	4.5	70
NBAF09-A9_Reads_non_singletons_gap	0.572829668	Active	Temp	Maintained	25	4.5	70
NBAF13-A13_Reads_non_singletons_gap	0.440465388	Active	Temp	Perturbed	15	6	70
NBAF14-A14_Reads_non_singletons_gap	0.377408824	Active	Temp	Perturbed	15	6	70
NBAF15-A15_Reads_non_singletons_gap	0.417839722	Active	Temp	Perturbed	15	6	70
Sample16	0	Active	Temp	Perturbed	15	4.5	70
Sample17	0	Active	Temp	Perturbed	15	4.5	70
Sample18	0	Active	Temp	Perturbed	15	4.5	70
NBAF19-A19_Reads_non_singletons_gap	0.033245848	Active	Temp	Perturbed	35	6	70
NBAF20-A20_Reads_non_singletons_gap	0.063925365	Active	Temp	Perturbed	35	6	70
NBAF21-A21_Reads_non_singletons_gap	0.082283158	Active	Temp	Perturbed	35	6	70
Sample22	0	Active	Temp	Perturbed	35	4.5	70
Sample23	0	Active	Temp	Perturbed	35	4.5	70
Sample24	0	Active	Temp	Perturbed	35	4.5	70
NBAF26-A26_Reads_non_singletons_gap	0.50240096	Active	Temp	Maintained	25	7.5	70
NBAF27-A27_Reads_non_singletons_gap	0.643089604	Active	Temp	Maintained	25	7.5	70
NBAF31-A31_Reads_non_singletons_gap	0.420321156	Active	Temp	Perturbed	15	7.5	70
NBAF32-A32_Reads_non_singletons_gap	0.491906562	Active	Temp	Perturbed	15	7.5	70
NBAF33-A33_Reads_non_singletons_gap	0.462982908	Active	Temp	Perturbed	15	7.5	70
NBAF43-A43_Reads_non_singletons_gap	0.363339845	Active	pH	Maintained	35	6	70
NBAF44-A44_Reads_non_singletons_gap	0.272075273	Active	pH	Maintained	35	6	70
NBAF45-A45_Reads_non_singletons_gap	0.441564464	Active	pH	Maintained	35	6	70
NBAF71-A73_reads_without_singletons_id_1	0	Active	pH	Perturbed	25	7.5	70
NBAF72-A74_reads_without_singletons_id_1	1.340916257	Active	pH	Perturbed	25	7.5	70
